REPORT,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Cleanliness/quietness
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Medications
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Transition of care
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Responsiveness
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Discharge
VIZIENT,PERFORMANCE INFORMATION,Patient centeredness,,Doctor
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI - COLO
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - CAUTI
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-11 - postoperative respiratory failure
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-03 - pressure ulcer
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-09 - postoperative hemorrhage or hematoma
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-06 - iatrogenic pneumothorax
VIZIENT,PERFORMANCE INFORMATION,Safety,,Adverse Drug Events Rate
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI - HYST
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - CDI
VIZIENT,PERFORMANCE INFORMATION,Safety,,THK complication
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - CLABSI
VIZIENT,PERFORMANCE INFORMATION,Safety,,Hypoglycemia and insulin use
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - Composite
VIZIENT,PERFORMANCE INFORMATION,Safety,,PSI-13 - postoperative sepsis
VIZIENT,PERFORMANCE INFORMATION,Safety,,NHSN - SSI - COLO/HYST
VIZIENT,PERFORMANCE INFORMATION,Safety,,Warfarin - elevated INR
