REPORT,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CANCER SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CANCER SPECIALTY,PRESSURE_INJURY_PREVENTION,PRESSURE_INJURY_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CANCER SPECIALTY,PROVIDES_ADVANCED_PALLIATIVE_CARE,PROVIDES_ADVANCED_PALLIATIVE_CARE
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CANCER SPECIALTY,RECOGNIZED_CELLULAR_THERAPY_PROGRAM,RECOGNIZED_CELLULAR_THERAPY_PROGRAM
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CANCER SPECIALTY,SPECIALIZED_CLINICS_AND_PROGRAMS,SPECIALIZED_CLINICS_AND_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CANCER SPECIALTY,SURVIVAL_AFTER_BONE_MARROW_TRANSPLANT,SURVIVAL_AFTER_BONE_MARROW_TRANSPLANT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,ADULT_CONGENITAL_HEART_PROGRAM,ADULT_CONGENITAL_HEART_PROGRAM
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,ADVANCED_CLINICAL_SERVICES,ADVANCED_CLINICAL_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,ADVANCED_TECHNOLOGIES,ADVANCED_TECHNOLOGIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,CONGENITAL_HEART_PROGRAM,CONGENITAL_HEART_PROGRAM
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,HEART_TRANSPLANT_PROGRAM,HEART_TRANSPLANT_PROGRAM
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,INFECTION_PREVENTION_IN_INTENSIVE-CARE_UNITS,INFECTION_PREVENTION_IN_INTENSIVE-CARE_UNITS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,LENGTH_OF_POST_OPERATIVE_STAY_FOR_CONGENITAL_HEART_PATIENTS,LENGTH_OF_POST_OPERATIVE_STAY_FOR_CONGENITAL_HEART_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,NUMBER_OF_CATHETER_PROCEDURES,NUMBER_OF_CATHETER_PROCEDURES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,NUMBER_OF_HIGH_COMPLEXITY_HEART_SURGERIES,NUMBER_OF_HIGH_COMPLEXITY_HEART_SURGERIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,NUMBER_OF_NORWOOD_OR_HYBRID_SURGERIES,NUMBER_OF_NORWOOD_OR_HYBRID_SURGERIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,NUMBER_OF_SURGERIES,NUMBER_OF_SURGERIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,PRESSURE_INJURY_PREVENTION,PRESSURE_INJURY_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,SURVIVAL_AFTER_CONGENITAL_HEART_SURGERY,SURVIVAL_AFTER_CONGENITAL_HEART_SURGERY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,SURVIVAL_AFTER_HEART_TRANSPLANT,SURVIVAL_AFTER_HEART_TRANSPLANT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,SURVIVAL_AFTER_NORWOOD_HYBRID_SURGERY,SURVIVAL_AFTER_NORWOOD_HYBRID_SURGERY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,CARDIOLOGY SPECIALTY,SURVIVAL_AND_PREVENTION_OF_COMPLICATIONS_AFTER_CERTAIN_COMPLEX_HEART_PROCEDURES,SURVIVAL_AND_PREVENTION_OF_COMPLICATIONS_AFTER_CERTAIN_COMPLEX_HEART_PROCEDURES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,ADVANCED_CLINICAL_SERVICES,ADVANCED_CLINICAL_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,ADVANCED_TECHNOLOGIES,ADVANCED_TECHNOLOGIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,DIABETES_MANAGEMENT,DIABETES_MANAGEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,HYPO_AND_HYPER_THYROID_MANAGEMENT,HYPO_AND_HYPER_THYROID_MANAGEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,INFECTION_PREVENTION,INFECTION_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,NUMBER_OF_PATIENTS,NUMBER_OF_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,NUMBER_OF_PROCEDURES,NUMBER_OF_PROCEDURES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,DIABETES SPECIALTY,SPECIALIZED_CLINICS_AND_PROGRAMS,SPECIALIZED_CLINICS_AND_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,ADVANCED_CLINICAL_SERVICES,ADVANCED_CLINICAL_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,ADVANCED_TECHNOLOGIES,ADVANCED_TECHNOLOGIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,INFECTION_PREVENTION_IN_INTENSIVE_CARE_UNITS,INFECTION_PREVENTION_IN_INTENSIVE_CARE_UNITS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,LIVER_TRANSPLANT_PROGRAM,LIVER_TRANSPLANT_PROGRAM
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,NUMBER_OF_PATIENTS,NUMBER_OF_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,NUMBER_OF_PROCEDURES,NUMBER_OF_PROCEDURES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,NUMBER_OF_SURGERIES,NUMBER_OF_SURGERIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,PRESSURE_INJURY_PREVENTION,PRESSURE_INJURY_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,SPECIALIZED_CLINICS_AND_PROGRAMS,SPECIALIZED_CLINICS_AND_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,SUCCESS_OF_CERTAIN_GI_RELATED_TREATMENTS,SUCCESS_OF_CERTAIN_GI_RELATED_TREATMENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,GASTROENTEROLOGY SPECIALTY,SURVIVAL_AFTER_LIVER_TRANSPLANT,SURVIVAL_AFTER_LIVER_TRANSPLANT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,BEHAVIORAL_HEALTH_BOARDER_RATE,BEHAVIORAL_HEALTH_BOARDER_RATE
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,EMERGENCY_AND_URGENT_ARE_FOR_BEHAVIORAL_HEALTH,EMERGENCY_AND_URGENT_ARE_FOR_BEHAVIORAL_HEALTH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,MEDICATION_SAFETY_SCREENING,MEDICATION_SAFETY_SCREENING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,NUMBER_OF_PATIENTS,NUMBER_OF_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,PREVENTION_REDUCTION_OF_SIDE_EFFECTS,PREVENTION_REDUCTION_OF_SIDE_EFFECTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,SPECIALIZED_CLINICS_AND_PROGRAMS,SPECIALIZED_CLINICS_AND_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,MENTAL HEALTH SPECIALTY,SPEED_EFFICIENCY_OF_ASSESSMENT_IN_THE_ED,SPEED_EFFICIENCY_OF_ASSESSMENT_IN_THE_ED
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,ADVANCED_CLINICAL_SERVICES,ADVANCED_CLINICAL_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,ADVANCED_TECHNOLOGIES,ADVANCED_TECHNOLOGIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,ECMO_AVAILABILITY,ECMO_AVAILABILITY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,INFECTION_PREVENTION_IN_NEONATAL_INTENSIVE_CARE_UNIT,INFECTION_PREVENTION_IN_NEONATAL_INTENSIVE_CARE_UNIT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL,INFECTION_PREVENTION_THROUGHOUT_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,INVOLVES_FAMILIES_IN_CARE_PLANNING,INVOLVES_FAMILIES_IN_CARE_PLANNING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,KEEPING_BREATHING_TUBE_IN_PLACE,KEEPING_BREATHING_TUBE_IN_PLACE
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,MATCHING_BREAST_MILK_WITH_CORRECT_INFANTS,MATCHING_BREAST_MILK_WITH_CORRECT_INFANTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,NEONATAL_TRANSPORT,NEONATAL_TRANSPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,NICU_TEMPERATURE_MANAGEMENT,NICU_TEMPERATURE_MANAGEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,NUMBER_OF_PATIENTS,NUMBER_OF_PATIENTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,NURSE_STAFFING,NURSE_STAFFING
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,SPECIALIZED_CLINICS_AND_PROGRAMS,SPECIALIZED_CLINICS_AND_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,TAKING_BREAST_MILK_WHEN_DISCHARGED,TAKING_BREAST_MILK_WHEN_DISCHARGED
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEONATOLOGY SPECIALTY,TRACKING_OF_GROWTH_METRICS,TRACKING_OF_GROWTH_METRICS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,A_NURSE_MAGNET_HOSPITAL,A_NURSE_MAGNET_HOSPITAL
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,ACTIVE_FELLOWSHIP_PROGRAMS,ACTIVE_FELLOWSHIP_PROGRAMS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY,ADOPTION_OF_HEALTH_INFORMATION_TECHNOLOGY
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,ADVANCED_CLINICAL_SERVICES,ADVANCED_CLINICAL_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,ADVANCED_TECHNOLOGIES,ADVANCED_TECHNOLOGIES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,CLINICAL_SUPPORT_SERVICES,CLINICAL_SUPPORT_SERVICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,COMMITMENT_TO_BEST_PRACTICES,COMMITMENT_TO_BEST_PRACTICES
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,COMMITMENT_TO_CLINICAL_RESEARCH,COMMITMENT_TO_CLINICAL_RESEARCH
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION,COMMITMENT_TO_DIVERSITY_EQUITY_AND_INCLUSION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,COMMITMENT_TO_QUALITY_IMPROVEMENT,COMMITMENT_TO_QUALITY_IMPROVEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,DIALYSIS_INFECTION_PREVENTION,DIALYSIS_INFECTION_PREVENTION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,DIALYSIS_MANAGEMENT,DIALYSIS_MANAGEMENT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,DOMAIN SCORE,Domain Score
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,EXPERT_OPINION,EXPERT_OPINION
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,FAMILY_SUPPORT,FAMILY_SUPPORT
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,FULLTIME_SUBSPECIALISTS,FULLTIME_SUBSPECIALISTS
USNWR - Pediatric Specialties,PERFORMANCE INFORMATION,NEPHROLOGY SPECIALTY,INFECTION_PREVENTION_IN_INTENSIVE_CARE_UNITS,INFECTION_PREVENTION_IN_INTENSIVE_CARE_UNITS
