REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_TYPE,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PAS,FULLTIME SUBSPECIALIST - POINTS ONLY,PHYSICIAN ASSISTANTS - TOTAL STAFF,Physician assistants - Total Staff,Physician assistants - Total Staff,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_NPS,FULLTIME SUBSPECIALIST - POINTS ONLY,NURSE PRACTITIONERS - TOTAL STAFF,Nurse practitioners - Total Staff,Nurse practitioners - Total Staff,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PCCS_IC3D,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC CRITICAL CARE SPECIALIST,Pediatric critical care specialist,Pediatric critical care specialist,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_POS_5GGX,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC ORTHOPEDIC SURGEON,Pediatric orthopedic surgeon,Pediatric orthopedic surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PROCF,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC RADIATION ONCOLOGISTS - CLINICAL FTES,Pediatric radiation oncologists - Clinical FTEs,Pediatric radiation oncologists - Clinical FTEs,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PP,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC PATHOLOGIST,Pediatric pathologist,Pediatric pathologist,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PCCS_REUN,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC CRITICAL CARE SURGEON,Pediatric critical care surgeon,Pediatric critical care surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PCS,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRICS CARDIOTHORACIC SURGEON,Pediatrics cardiothoracic surgeon,Pediatrics cardiothoracic surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_RSPN,FULLTIME SUBSPECIALIST - POINTS ONLY,RADIOLOGIST SPECIALIZING IN PEDIATRIC NEURORADIOLOGY,Radiologist specializing in pediatric neuroradiology,Radiologist specializing in pediatric neuroradiology,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PHOCF,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC HEMATOLOGISTS/ONCOLOGISTS - CLINICAL FTES - POINTS ONLY,Pediatric hematologists/oncologists - Clinical FTEs - Points Only,Pediatric hematologists/oncologists - Clinical FTEs - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PHOP,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC HEMATOLOGISTS/ONCOLOGISTS - TOTAL PHYSICIANS,Pediatric hematologists/oncologists - Total Physicians,Pediatric hematologists/oncologists - Total Physicians,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_POS_NMT1,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC OPHTHALMOLOGY SURGEON,Pediatric ophthalmology surgeon,Pediatric ophthalmology surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PGS,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC GENERAL SURGEON,Pediatric general surgeon,Pediatric general surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_OASPCF,FULLTIME SUBSPECIALIST - POINTS ONLY,OTHER ATTENDING ON-STAFF PHYSICIANS - CLINICAL FTES - POINTS ONLY,Other attending on-staff physicians - Clinical FTEs - Points Only,Other attending on-staff physicians - Clinical FTEs - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_OASPP,FULLTIME SUBSPECIALIST - POINTS ONLY,OTHER ATTENDING ON-STAFF PHYSICIANS - TOTAL PHYSICIANS,Other attending on-staff physicians - Total Physicians,Other attending on-staff physicians - Total Physicians,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PUS,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC UROLOGY SURGEON,Pediatric urology surgeon,Pediatric urology surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PN,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC NEUROSURGEON,Pediatric neurosurgeon,Pediatric neurosurgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PIDS,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC INFECTIOUS DISEASE SPECIALIST,Pediatric infectious disease specialist,Pediatric infectious disease specialist,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_RSIR,FULLTIME SUBSPECIALIST - POINTS ONLY,RADIOLOGIST SPECIALIZING IN INTERVENTIONAL RADIOLOGY,Radiologist specializing in interventional radiology,Radiologist specializing in interventional radiology,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PRSDR,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC RADIOLOGIST SPECIALIZING IN DIAGNOSTIC RADIOLOGY,Pediatric radiologist specializing in diagnostic radiology,Pediatric radiologist specializing in diagnostic radiology,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PA,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC ANESTHESIOLOGIST,Pediatric anesthesiologist,Pediatric anesthesiologist,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_POS_JQR0,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC OTOLARYNGOLOGY SURGEON,Pediatric otolaryngology surgeon,Pediatric otolaryngology surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PPS,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC PLASTIC SURGEON,Pediatric plastic surgeon,Pediatric plastic surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_FS_PVS,FULLTIME SUBSPECIALIST - POINTS ONLY,PEDIATRIC VASCULAR SURGEON,Pediatric vascular surgeon,Pediatric vascular surgeon,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,MEA_C_NMR_OVERALL,NURSE MAGNET RECOGNITION,OVERALL,Nurse Magnet Recognition,Nurse Magnet Recognition,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,MEA_C_PCP_OVERALL,PALLIATIVE CARE PROGRAM - POINTS ONLY,OVERALL,Palliative care program - Points Only,Palliative care program - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PCP_PCOP,PALLIATIVE CARE PROGRAM - POINTS ONLY,PALLIATIVE CARE - ONSITE PROGRAM,Palliative care - Onsite program,Palliative care - Onsite program,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PCP_LBCPHPM,PALLIATIVE CARE PROGRAM - POINTS ONLY,AT LEAST ONE BOARD CERTIFIED PHYSICIAN IN HOSPICE AND PALLIATIVE MEDICINE,At least one board certified physician in Hospice and Palliative Medicine,At least one board certified physician in Hospice and Palliative Medicine,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PCP_PCP,PALLIATIVE CARE PROGRAM - POINTS ONLY,PAIN CONTROL PROGRAM - POINTS ONLY,Pain control program - Points Only,Pain control program - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PCP_PPSC,PALLIATIVE CARE PROGRAM - POINTS ONLY,PEDIATRIC PAIN SERVICE CONSULT,Pediatric pain service consult,Pediatric pain service consult,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PCP_POPMS,PALLIATIVE CARE PROGRAM - POINTS ONLY,PEDIATRIC OUTPATIENT PAIN MANAGEMENT SERVICES,Pediatric outpatient pain management services,Pediatric outpatient pain management services,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PCP_PRPCP,PALLIATIVE CARE PROGRAM - POINTS ONLY,PERCENTAGE OF PATIENTS REFERRED TO PALLIATIVE CARE PROGRAM,Percentage of patients referred to palliative care program,Percentage of patients referred to palliative care program,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,MEA_C_AHIT_OVERALL,ADOPTION OF HEALTH INFORMATION TECHNOLOGY - POINTS ONLY,OVERALL,Adoption of Health Information Technology - Points Only,Adoption of Health Information Technology - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_AHIT_ASREMMP,ADOPTION OF HEALTH INFORMATION TECHNOLOGY - POINTS ONLY,ABILITY TO SEND AND RECEIVE ELECTRONIC MESSAGES WITH MEDICAL PROVIDERS,Ability to send and receive electronic messages with medical providers,Ability to send and receive electronic messages with medical providers,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_AHIT_ASVO,ADOPTION OF HEALTH INFORMATION TECHNOLOGY - POINTS ONLY,ABILITY TO SCHEDULE VISITS ONLINE,Ability to schedule visits online,Ability to schedule visits online,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_AHIT_OAMNR,ADOPTION OF HEALTH INFORMATION TECHNOLOGY - POINTS ONLY,ONLINE ACCESS TO MEDICAL NOTES OR RECORDS,Online access to medical notes or records,Online access to medical notes or records,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_AHIT_ARRMNRO,ADOPTION OF HEALTH INFORMATION TECHNOLOGY - POINTS ONLY,ABILITY TO REQUEST A REVISION TO MEDICAL NOTES OR RECORDS ONLINE,Ability to request a revision to medical notes or records online,Ability to request a revision to medical notes or records online,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,MEA_C_CCR_OVERALL,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,OVERALL,Commitment to clinical research - Points Only,Commitment to clinical research - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PPRP,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PUBLISHING IN A PEER-REVIEWED PUBLICATION - POINTS ONLY,Publishing in a peer-reviewed publication - Points Only,Publishing in a peer-reviewed publication - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_LPPROF,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,AT LEAST ONE PUBLICATIONS BY PEDIATRIC RADIATION ONCOLOGY FACULTY,At least one publications by pediatric radiation oncology faculty,At least one publications by pediatric radiation oncology faculty,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_BCPROASP,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,NUMBER OF BOARD-CERTIFIED PEDIATRIC RADIATION ONCOLOGISTS ATTENDING OR ON-STAFF PHYSICIANS,Number of board-certified pediatric radiation oncologists attending or on-staff physicians,Number of board-certified pediatric radiation oncologists attending or on-staff physicians,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_LPPHOF,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,AT LEAST ONE PUBLICATION BY PEDIATRIC HEMATOLOGY/ONCOLOGY FACULTY,At least one publication by pediatric hematology/oncology faculty,At least one publication by pediatric hematology/oncology faculty,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PRPPPHOF,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,NUMBER OF PEER REVIEWED PUBLICATIONS PUBLISHED BY YOUR PEDIATRIC HEMATOLOGY/ONCOLOGY FACULTY OR FELLOWS IN THE LAST 2 CALENDAR YEARS,Number of peer reviewed publications published by your pediatric hematology/oncology faculty or fellows in the last 2 calendar years,Number of peer reviewed publications published by your pediatric hematology/oncology faculty or fellows in the last 2 calendar years,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_NCIDCC,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,NCI DESIGNATED CANCER CENTER - POINTS ONLY,NCI designated cancer center - Points Only,NCI designated cancer center - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_ANCIDCC,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,AFFILIATE OF A NCI DESIGNATED CANCER CENTER,Affiliate of a NCI designated cancer center,Affiliate of a NCI designated cancer center,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_NCINCIDC,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,NATIONAL CANCER INSTITUTE (NCI)-DESIGNATED CANCER CENTER OR AFFILIATED WITH AN NCI CANCER CENTER,National Cancer Institute (NCI)-designated cancer center or affiliated with an NCI cancer center,National Cancer Institute (NCI)-designated cancer center or affiliated with an NCI cancer center,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PCRN,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PARTICIPATING IN CANCER RESEARCH NETWORKS - POINTS ONLY,Participating in cancer research networks - Points Only,Participating in cancer research networks - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_NCINCIP1,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,NATIONAL CANCER INSTITUTE (NCI) PHASE 1/PILOT CONSORTIUM,National Cancer Institute (NCI) Phase 1/Pilot Consortium,National Cancer Institute (NCI) Phase 1/Pilot Consortium,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_CSOGCOGT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,CHILDREN'S ONCOLOGY GROUP (COG) THROUGH THE NATIONAL CHILDHOOD CANCER FOUNDATION,Children's Oncology Group (COG) through the National Childhood Cancer Foundation,Children's Oncology Group (COG) through the National Childhood Cancer Foundation,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_OCROCRNS,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,"OTHER CANCER-RELATED ORGANIZED CLINICAL RESEARCH NETWORK(S) (E.G., PEDIATRIC BRAIN TUMOR CONSORTIUM, NEW APPROACHES TO NEUROBLASTOMA THERAPY, SARCOMA ALLIANCE FOR RESEARCH THROUGH COLLABORATION, PEDIATRIC BLOOD MARROW TRANSPLANT CONSORTIUM, DEPARTMENT OF DEFENSE NEUROFIBROMATOSIS CONSORTIUM, AND THE COLLABORATIVE EPENDYMOMA RESEARCH NETWORK (CERN))","Other cancer-related organized clinical research network(s) (e.g., Pediatric Brain Tumor consortium, New Approaches to Neuroblastoma Therapy, Sarcoma Alliance for Research through Collaboration, Pediatric Blood Marrow Transplant Consortium, Department of Defense Neurofibromatosis Consortium, and the Collaborative Ependymoma Research Network (CERN))","Other cancer-related organized clinical research network(s) (e.g., Pediatric Brain Tumor consortium, New Approaches to Neuroblastoma Therapy, Sarcoma Alliance for Research through Collaboration, Pediatric Blood Marrow Transplant Consortium, Department of Defense Neurofibromatosis Consortium, and the Collaborative Ependymoma Research Network (CERN))",,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_LP12CT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,AT LEAST ONE PHASE 1 OR 2 CLINICAL TRIAL - POINTS ONLY,At least one Phase 1 or 2 clinical trial - Points Only,At least one Phase 1 or 2 clinical trial - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PICTAPDL,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PHASE I CLINICAL TRIALS AVAILABLE TO PATIENTS DURING THE LAST 2 CALENDAR YEARS,Phase I clinical trials available to patients during the last 2 calendar years,Phase I clinical trials available to patients during the last 2 calendar years,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PICT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PHASE I CLINICAL TRIALS,Phase I clinical trials,Phase I clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PIICTAPD,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PHASE II CLINICAL TRIALS AVAILABLE TO PATIENTS DURING THE LAST 2 CALENDAR YEARS,Phase II clinical trials available to patients during the last 2 calendar years,Phase II clinical trials available to patients during the last 2 calendar years,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PIICT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PHASE II CLINICAL TRIALS,Phase II clinical trials,Phase II clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_CT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,CLINICAL TRIALS - POINTS ONLY,Clinical Trials - Points Only,Clinical Trials - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PPIPIICN,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PARTICIPATION IN PHASE I AND/OR PHASE II CNS CLINICAL TRIALS,Participation in phase I and/or phase II CNS clinical trials,Participation in phase I and/or phase II CNS clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_CNSTCT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,CNS TUMOR CLINICAL TRIALS,CNS tumor clinical trials,CNS tumor clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PPIPIILC,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PARTICIPATION IN PHASE I AND/OR PHASE II LEUKEMIA CLINICAL TRIALS,Participation in phase I and/or phase II leukemia clinical trials,Participation in phase I and/or phase II leukemia clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_LLCT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,LEUKEMIA/LYMPHOMA CLINICAL TRIALS,Leukemia/lymphoma clinical trials,Leukemia/lymphoma clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PPIPIITC,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PARTICIPATION IN PHASE I AND/OR PHASE II TRANSPLANT CLINICAL TRIALS,Participation in phase I and/or phase II transplant clinical trials,Participation in phase I and/or phase II transplant clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_TCT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,TRANSPLANT CLINICAL TRIALS,Transplant clinical trials,Transplant clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PPIPIINO,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PARTICIPATION IN PHASE I AND/OR PHASE II NON-DISEASE-SPECIFIC CLINICAL TRIALS,Participation in phase I and/or phase II non-disease-specific clinical trials,Participation in phase I and/or phase II non-disease-specific clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_NONDSNAC,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,NON-DISEASE-SPECIFIC NOVEL AGENT CLINICAL TRIALS,Non-disease-specific novel agent clinical trials,Non-disease-specific novel agent clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_PPIPIIST,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,PARTICIPATION IN PHASE I AND/OR PHASE II SOLID TUMORCLINICAL TRIALS,Participation in phase I and/or phase II solid tumorclinical trials,Participation in phase I and/or phase II solid tumorclinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CCR_STCT,COMMITMENT TO CLINICAL RESEARCH - POINTS ONLY,SOLID TUMORS CLINICAL TRIALS,Solid tumors clinical trials,Solid tumors clinical trials,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,MEA_C_PFS_OVERALL,PATIENT AND FAMILY SERVICES - POINTS ONLY,OVERALL,Patient and family services - Points Only,Patient and family services - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_PIS,PATIENT AND FAMILY SERVICES - POINTS ONLY,IN-PERSON INTERPRETER SERVICES,In-person interpreter services,In-person interpreter services,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_RF,PATIENT AND FAMILY SERVICES - POINTS ONLY,RESIDENTIAL FACILITY,Residential facility,Residential facility,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_SIP,PATIENT AND FAMILY SERVICES - POINTS ONLY,SCHOOL INTERVENTION PROGRAM,School intervention program,School intervention program,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_SR,PATIENT AND FAMILY SERVICES - POINTS ONLY,SLEEP ROOMS,Sleep rooms,Sleep rooms,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_FRC,PATIENT AND FAMILY SERVICES - POINTS ONLY,FAMILY RESOURCE CENTER,Family resource center,Family resource center,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_PBHS,PATIENT AND FAMILY SERVICES - POINTS ONLY,PEDIATRIC BEHAVIORAL HEALTH SUPPORT,Pediatric behavioral health support,Pediatric behavioral health support,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_FSS,PATIENT AND FAMILY SERVICES - POINTS ONLY,FAMILY SUPPORT SPECIALISTS,Family support specialists,Family support specialists,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_PFS_CCLS,PATIENT AND FAMILY SERVICES - POINTS ONLY,CERTIFIED CHILD LIFE SPECIALISTS,Certified child life specialists,Certified child life specialists,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,MEA_C_CSS_OVERALL,CLINICAL SUPPORT SERVICES - POINTS ONLY,OVERALL,Clinical Support Services - Points Only,Clinical Support Services - Points Only,,,,HIGHER,,,,
USNWR - PEDIATRIC SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,SUB_C_CSS_MPAPSSAO,CLINICAL SUPPORT SERVICES - POINTS ONLY,MULTIDISCIPLINARY PEDIATRIC ACUTE PAIN/SEDATION SERVICE AVAILABLE ONSITE 24/7 HOURS A DAY,Multidisciplinary pediatric acute pain/sedation service available onsite 24/7 hours a day,Multidisciplinary pediatric acute pain/sedation service available onsite 24/7 hours a day,,,,HIGHER,,,,
