REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,30-DAY READMISSIONS ODDS RATIO (OUTCOMES),,30-Day Readmissions Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART BYPASS SURGERY,,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,AORTIC VALVE SURGERY,,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,BACK SURGERY (SPINAL FUSION),,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART ATTACK,,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP FRACTURE,,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP REPLACEMENT,,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,KNEE REPLACEMENT,,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,30-DAY READMISSIONS RANDOM EFFECTS (OUTCOMES),,30-Day Readmissions Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,BACK SURGERY (SPINAL FUSION),,AVOIDING OVERUSE OF BACK SURGERY (STRUCTURE),,Avoiding Overuse of Back Surgery (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,STROKE,,AVOIDING OVERUSE OF CAROTID ENDARTERECTOMY (STRUCTURE),,Avoiding Overuse of Carotid Endarterectomy (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,KNEE REPLACEMENT,,AVOIDING OVERUSE OF KNEE ARTHROSCOPY (STRUCTURE),,Avoiding Overuse of Knee Arthroscopy (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP FRACTURE,,BOARD CERTIFIED PHYSICIANS (STRUCTURE),,Board Certified Physicians (Structure),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP REPLACEMENT,,BOARD CERTIFIED PHYSICIANS (STRUCTURE),,Board Certified Physicians (Structure),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP FRACTURE,,BOARD CERTIFIED PHYSICIANS BAND (STRUCTURE),,Board Certified Physicians Band (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP REPLACEMENT,,BOARD CERTIFIED PHYSICIANS BAND (STRUCTURE),,Board Certified Physicians Band (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART BYPASS SURGERY,,CARDIAC ICU OR ICU SPECIALISTS (STRUCTURE),,Cardiac ICU or ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART ATTACK,,CARDIAC ICU OR ICU SPECIALISTS (STRUCTURE),,Cardiac ICU or ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART FAILURE,,CARDIAC ICU OR ICU SPECIALISTS (STRUCTURE),,Cardiac ICU or ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,CARDIAC ICU OR ICU SPECIALISTS (STRUCTURE),,Cardiac ICU or ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PNEUMONIA,,COMPLIANCE WITH SEPTIC SHOCK BUNDLE (STRUCTURE),,Compliance with Septic Shock Bundle (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ACUTE KIDNEY FAILURE,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,AORTIC VALVE SURGERY,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,COLON CANCER SURGERY,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,DIABETES,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART ATTACK,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART FAILURE,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PNEUMONIA,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PROSTATE CANCER SURGERY,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,STROKE,,DISCHARGE TO HOME BAND (OUTCOMES),,Discharge to Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ACUTE KIDNEY FAILURE,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,AORTIC VALVE SURGERY,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,COLON CANCER SURGERY,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,DIABETES,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART ATTACK,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART FAILURE,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PNEUMONIA,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PROSTATE CANCER SURGERY,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,STROKE,,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),,Discharge to Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ACUTE KIDNEY FAILURE,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,AORTIC VALVE SURGERY,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,COLON CANCER SURGERY,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,DIABETES,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART ATTACK,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART FAILURE,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PNEUMONIA,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PROSTATE CANCER SURGERY,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,STROKE,,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),,Discharge to Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART BYPASS SURGERY,,GIVING PATIENTS TIME AT HOME BAND (OUTCOMES),,Giving Patients Time at Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,BACK SURGERY (SPINAL FUSION),,GIVING PATIENTS TIME AT HOME BAND (OUTCOMES),,Giving Patients Time at Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP REPLACEMENT,,GIVING PATIENTS TIME AT HOME BAND (OUTCOMES),,Giving Patients Time at Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,KNEE REPLACEMENT,,GIVING PATIENTS TIME AT HOME BAND (OUTCOMES),,Giving Patients Time at Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,GIVING PATIENTS TIME AT HOME BAND (OUTCOMES),,Giving Patients Time at Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,STROKE,,GIVING PATIENTS TIME AT HOME BAND (OUTCOMES),,Giving Patients Time at Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,GIVING PATIENTS TIME AT HOME BAND (OUTCOMES),,Giving Patients Time at Home Band (Outcomes),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART BYPASS SURGERY,,GIVING PATIENTS TIME AT HOME ODDS RATIO (OUTCOMES),,Giving Patients Time at Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,BACK SURGERY (SPINAL FUSION),,GIVING PATIENTS TIME AT HOME ODDS RATIO (OUTCOMES),,Giving Patients Time at Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP REPLACEMENT,,GIVING PATIENTS TIME AT HOME ODDS RATIO (OUTCOMES),,Giving Patients Time at Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,KNEE REPLACEMENT,,GIVING PATIENTS TIME AT HOME ODDS RATIO (OUTCOMES),,Giving Patients Time at Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,GIVING PATIENTS TIME AT HOME ODDS RATIO (OUTCOMES),,Giving Patients Time at Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,STROKE,,GIVING PATIENTS TIME AT HOME ODDS RATIO (OUTCOMES),,Giving Patients Time at Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,GIVING PATIENTS TIME AT HOME ODDS RATIO (OUTCOMES),,Giving Patients Time at Home Odds Ratio (Outcomes),,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART BYPASS SURGERY,,GIVING PATIENTS TIME AT HOME RANDOM EFFECTS (OUTCOMES),,Giving Patients Time at Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,BACK SURGERY (SPINAL FUSION),,GIVING PATIENTS TIME AT HOME RANDOM EFFECTS (OUTCOMES),,Giving Patients Time at Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP REPLACEMENT,,GIVING PATIENTS TIME AT HOME RANDOM EFFECTS (OUTCOMES),,Giving Patients Time at Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,KNEE REPLACEMENT,,GIVING PATIENTS TIME AT HOME RANDOM EFFECTS (OUTCOMES),,Giving Patients Time at Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,,GIVING PATIENTS TIME AT HOME RANDOM EFFECTS (OUTCOMES),,Giving Patients Time at Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,STROKE,,GIVING PATIENTS TIME AT HOME RANDOM EFFECTS (OUTCOMES),,Giving Patients Time at Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,GIVING PATIENTS TIME AT HOME RANDOM EFFECTS (OUTCOMES),,Giving Patients Time at Home Random Effects (Outcomes),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,BACK SURGERY (SPINAL FUSION),,HCAHPS SCORE (PROCESS),,HCAHPS Score (Process),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART ATTACK,,HCAHPS SCORE (PROCESS),,HCAHPS Score (Process),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,HCAHPS SCORE (PROCESS),,HCAHPS Score (Process),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PROSTATE CANCER SURGERY,,HCAHPS SCORE (PROCESS),,HCAHPS Score (Process),,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,,ICU SPECIALISTS (STRUCTURE),,ICU Specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,AORTIC VALVE SURGERY,,ICU SPECIALISTS (STRUCTURE),,ICU Specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,DIABETES,,ICU SPECIALISTS (STRUCTURE),,ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HIP REPLACEMENT,,ICU SPECIALISTS (STRUCTURE),,ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,KNEE REPLACEMENT,,ICU SPECIALISTS (STRUCTURE),,ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,PNEUMONIA,,ICU SPECIALISTS (STRUCTURE),,ICU specialists (Structure),,,STRING,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,HEART BYPASS SURGERY,,INFLUENZA IMMUNIZATION OF WORKERS (PROCESS),,Influenza Immunization of Workers (Process),,,STRING,,,,,
