REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patients Recover at Home Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Hospital Readmission Prevention Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Patients Recover at Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Surgical Site Infection Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Prevention of Stroke Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Patient Experience with Nursing Care Linear Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Patients Recover at Home Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PNEUMONIA,,,,Mortality Random Effects Standard Error (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,DIABETES,,,,Patient Experience Band (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,Patients Discharged Not to Home Event Count (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Patients Recover at Home Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Patients Discharged Home Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Surgical Site Infection Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,Number of Patients (Fee-For-Service Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Number of Patients Band (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Mortality Predicted Value (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,Patient Experience with Nursing Care Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,DIABETES,,,,Patients Recover at Home Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Number of Patients (Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,U.S. News Overall Rating (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Prevention of Outpatient Procedural Complications Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,Patients Discharged Home Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ATTACK,,,,Mortality Random Effects (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Patients Recover at Home Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,DIABETES,,,,Summation of Outcome Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Mortality Random Effects Standard Error (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Hospital Readmission Prevention Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Hospital Readmission Prevention Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Mortality Denominator (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Mortality Event Count (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ACUTE KIDNEY FAILURE,,,,Mortality Odds Ratio (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patients Recover at Home Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Surgical Site Infection Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Patients Recover at Home Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Summation of Outcome Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Mortality Odds Ratio (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Mortality Random Effects (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Number of Patients (Fee-For-Service Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,DIABETES,,,,Patients Recover at Home Average Days (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Patient Experience with Nursing Care Linear Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,U.S. News Overall Rating (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Number of Patients (Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Prevention of Outpatient Procedural Complications Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Percentage of Medicare Patients Who Had Medicare Advantage (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Mortality Denominator (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Mortality Random Effects Standard Error (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Prolonged Hospitalizations Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Prolonged Hospitalizations Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Patient Experience Linear Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Mortality Event Count (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patient Experience with Nursing Care Linear Score (HCAHPS) Band (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Patients Discharged Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Unplanned Readmissions Within 30 days of Discharge (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Surgical Site Infection Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Prolonged Hospitalizations Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Patient Experience Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Patients Discharged Home Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Prolonged Hospitalizations Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Patients Recover at Home Average Days (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Mortality Random Effects (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Patients Discharged Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Patients Discharged Home Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Hospital Readmission Prevention Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Mortality Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ATTACK,,,,Mortality Random Effects (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),,,,Mortality Denominator (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Mortality Random Effects Standard Error (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Mortality Band (Survival) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Summation of Structural Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Patients Discharged Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Prolonged Hospitalizations Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Prolonged Hospitalizations Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Patients Recover at Home Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Patients Discharged Home Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ATTACK,,,,Patients Recover at Home Average Days (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Mortality Random Effects Standard Error (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,DIABETES,,,,Mortality Random Effects Standard Error (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Mortality Random Effects (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Public Transparency (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Mortality Random Effects (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Patients Recover at Home Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Prevention of Outpatient Procedural Complications Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Prolonged Hospitalizations Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Number of Patients from Outpatient Services (Fee-For-Service Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Patients Recover at Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Patient Experience Band (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,U.S. News Overall Rating (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Mortality Event Count (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Mortality Random Effects Standard Error (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PNEUMONIA,,,,Patient Experience Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Mortality Random Effects (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Percentage of Medicare Patients Who Had Medicare Advantage (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Patients Recover at Home Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Patients Recover at Home Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Mortality Random Effects Standard Error (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Mortality Random Effects Standard Error (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Mortality Band (Survival) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PNEUMONIA,,,,Patients Discharged Home Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Patients Recover at Home Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Prolonged Hospitalizations Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Prolonged Hospitalizations Event Count (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PNEUMONIA,,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Patients Recover at Home Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,DIABETES,,,,Number of Patients (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Hospital Readmission Prevention Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,Patients Discharged Home Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Prevention of Revision Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Patients Discharged Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Mortality Random Effects (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patients Recover at Home Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Mortality Denominator (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PNEUMONIA,,,,Patients Recover at Home Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Patients Recover at Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Unplanned Readmissions Within 30 days of Discharge (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Mortality Denominator (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Summation of Structural Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Prolonged Hospitalizations Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Mortality Random Effects (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Patient Experience Band (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Unplanned Readmissions Within 30 days of Discharge (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Patients Recover at Home Average Days (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Prolonged Hospitalizations Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Patients Recover at Home Event Count (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Patients Discharged Home Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ACUTE KIDNEY FAILURE,,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Number of Patients Band (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Mortality Denominator (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Number of Patients Score (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Prevention of Stroke Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Mortality Odds Ratio (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Unplanned Readmissions Within 30 days of Discharge (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patients Recover at Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Mortality Denominator (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Summation of Outcome Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Patient Experience Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Mortality Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Mortality Band (Survival) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Patients Recover at Home Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Mortality Denominator (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Patients Discharged Home Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PNEUMONIA,,,,Patients Recover at Home Event Count (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Mortality Random Effects (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Prolonged Hospitalizations Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Patients Recover at Home Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Percentage of Medicare Patients Who Had Medicare Advantage (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patients Discharged Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Mortality Denominator (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Outcome Disparities In Enabling Patients To Recover at Home Band (Outcomes),,,,,,,,
