REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Hospital Readmission Prevention Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP FRACTURE,,,,Number of Patients Score (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART FAILURE,,,,Mortality Denominator (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ACUTE KIDNEY FAILURE,,,,Patient Experience Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Mortality Predicted Value (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Patients Recover at Home Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Summation of Process Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART ARRHYTHMIA,,,,Mortality Event Count (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Patients Discharged Home Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Patients Recover at Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patients Discharged Home Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Prolonged Hospitalizations Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ACUTE KIDNEY FAILURE,,,,Number of Patients Band (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Mortality Denominator (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Prolonged Hospitalizations Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Prolonged Hospitalizations Event Count (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,U.S. News Composite Score (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Patient Experience Band (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Mortality Random Effects (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Patient Experience Linear Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ACUTE KIDNEY FAILURE,,,,Patient Experience with Nursing Care Linear Score (HCAHPS) Band (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Patient Experience Linear Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Patients Discharged Home Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Prolonged Hospitalizations Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Mortality Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,KNEE REPLACEMENT,,,,Outpatient Procedural Complications Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Patients Discharged Home Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Mortality Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Patients Discharged Home Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Patients Discharged Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Mortality Random Effects (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Hospital Readmission Prevention Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Surgical Site Infection Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Mortality Event Count (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Patients Recover at Home Average Days (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Outcome Disparities In Enabling Patients To Recover at Home Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Hospital Readmission Prevention Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ACUTE KIDNEY FAILURE,,,,Patients Recover at Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,COLON CANCER SURGERY,,,,Mortality Random Effects Standard Error (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Mortality Event Count (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Potentially Preventable Complication Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Mortality Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,U.S. News Overall Rating (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Mortality Denominator (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Potentially Preventable Complication Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,DIABETES,,,,Patients Discharged Home Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,STROKE,,,,Number of Patients Score (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Number of Patients (Fee-For-Service Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HIP REPLACEMENT,,,,Prolonged Hospitalizations Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,BACK SURGERY (SPINAL FUSION),,,,Mortality Random Effects (Fee-For-Service & Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Prevention of Stroke Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Hospital Readmission Prevention Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Outcome Disparities In Enabling Patients To Recover at Home Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Patients Recover at Home Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Prolonged Hospitalizations Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Patients Discharged Home Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Patients Recover at Home Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Mortality Random Effects (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,ABDOMINAL AORTIC ANEURYSM REPAIR,,,,Patients Recover at Home Predicted Value (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Mortality Odds Ratio (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Number of Patients Band (Fee-For-Service & Medicare Advantage Data) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Prolonged Hospitalizations Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Mortality Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Percentage of Medicare Patients Who Had Medicare Advantage (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Summation of Outcome Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Hospital Readmission Prevention Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Mortality Random Effects (Fee-For-Service Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,LUNG CANCER SURGERY,,,,Patients Discharged Not to Home Event Count (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Unplanned Readmissions Within 30 days of Discharge (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Patients Recover at Home Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Total Number of Patients Score (Inpatient & Outpatient) (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,GYNECOLOGICAL CANCER SURGERY,,,,Recognized Cancer Center (Structure),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Potentially Preventable Complication Random Effects (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Prolonged Hospitalizations Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Hospital Readmission Prevention Score (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Prevention of Stroke Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,AORTIC VALVE SURGERY,,,,Surgical Site Infection Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Mortality Predicted Value (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,HEART BYPASS SURGERY,,,,Prolonged Hospitalizations Band (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Patient Experience Score (HCAHPS) (Process),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PROSTATE CANCER SURGERY,,,,Mortality Points (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"LEUKEMIA, LYMPHOMA, AND MYELOMA",,,,Patients Recover at Home Denominator (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,PACEMAKER IMPLANTATION,,,,Mortality Predicted Value (Medicare Advantage Data) (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,"EAR, NOSE, AND THROAT",,,,Summation of Structural Components (U.S. News Values),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Prevention of Stroke Odds Ratio (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2026,2026-2027,,TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR),,,,Prevention of Stroke Random Effects Standard Error (Outcomes),,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_BAND,DISCHARGE TO HOME,DISCHARGE TO HOME BAND (OUTCOMES),Discharge to Home Band (Outcomes),Categorical performance band for discharge directly to home rather than to another facility.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_BAND,DISCHARGE TO HOME,DISCHARGE TO HOME BAND (OUTCOMES),Discharge to Home Band (Outcomes),Categorical performance band for discharge directly to home rather than to another facility.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_ODDS_RATIO,DISCHARGE TO HOME,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),Discharge to Home Odds Ratio (Outcomes),Risk-adjusted odds ratio for discharge directly to home rather than to another facility.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_ODDS_RATIO,DISCHARGE TO HOME,DISCHARGE TO HOME ODDS RATIO (OUTCOMES),Discharge to Home Odds Ratio (Outcomes),Risk-adjusted odds ratio for discharge directly to home rather than to another facility.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_RANDOM_EFFECTS,DISCHARGE TO HOME,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),Discharge to Home Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for discharge directly to home rather than to another facility.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_RANDOM_EFFECTS,DISCHARGE TO HOME,DISCHARGE TO HOME RANDOM EFFECTS (OUTCOMES),Discharge to Home Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for discharge directly to home rather than to another facility.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_DENOMINATOR,DISCHARGE TO HOME,DISCHARGE-TO-HOME DENOMINATOR (OUTCOMES),Discharge-to-Home Denominator (Outcomes),Number of eligible cases (denominator) for discharge directly to home rather than to another facility.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_DISCHARGE_TO_HOME_STANDARD_ERROR,DISCHARGE TO HOME,DISCHARGE-TO-HOME STANDARD ERROR (OUTCOMES),Discharge-to-Home Standard Error (Outcomes),Standard error of the estimate for discharge directly to home rather than to another facility.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME (OUTCOMES),Giving-Patients-Time-at-Home (Outcomes),Days alive and at home after discharge (home time).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME_ABOVE_AVERAGE_DENOMINATOR,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME ABOVE AVERAGE DENOMINATOR (OUTCOMES),Giving-Patients-Time-at-Home Above Average Denominator (Outcomes),Number of eligible cases (denominator) for patients achieving above-average days at home after discharge.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME_ABOVE_AVERAGE_EVENT_COUNT,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME ABOVE AVERAGE EVENT COUNT (OUTCOMES),Giving-Patients-Time-at-Home Above Average Event Count (Outcomes),Observed event count for patients achieving above-average days at home after discharge.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME_ABOVE_AVERAGE_RANDOM_EFFECTS,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME ABOVE AVERAGE RANDOM EFFECTS (OUTCOMES),Giving-Patients-Time-at-Home Above Average Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for patients achieving above-average days at home after discharge.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME_ABOVE_AVERAGE_STANDARD_ERROR,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME ABOVE AVERAGE STANDARD ERROR (OUTCOMES),Giving-Patients-Time-at-Home Above Average Standard Error (Outcomes),Standard error of the estimate for patients achieving above-average days at home after discharge.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME_DENOMINATOR,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME DENOMINATOR (OUTCOMES),Giving-Patients-Time-at-Home Denominator (Outcomes),Number of eligible cases (denominator) for days alive and at home after discharge (home time).,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME_RANDOM_EFFECTS,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME RANDOM EFFECTS (OUTCOMES),Giving-Patients-Time-at-Home Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for days alive and at home after discharge (home time).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_GIVING_PATIENTS_TIME_AT_HOME_STANDARD_ERROR,GIVING PATIENTS TIME AT HOME,GIVING-PATIENTS-TIME-AT-HOME STANDARD ERROR (OUTCOMES),Giving-Patients-Time-at-Home Standard Error (Outcomes),Standard error of the estimate for days alive and at home after discharge (home time).,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_HOSPITAL_READMISSION_PREVENTION_BAND,HOSPITAL READMISSION PREVENTION,HOSPITAL READMISSION PREVENTION BAND (OUTCOMES),Hospital Readmission Prevention Band (Outcomes),Categorical performance band for avoiding unplanned readmission within 30 days of discharge.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_HOSPITAL_READMISSION_PREVENTION_DENOMINATOR,HOSPITAL READMISSION PREVENTION,HOSPITAL READMISSION PREVENTION DENOMINATOR (OUTCOMES),Hospital Readmission Prevention Denominator (Outcomes),Number of eligible cases (denominator) for avoiding unplanned readmission within 30 days of discharge.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_HOSPITAL_READMISSION_PREVENTION_ODDS_RATIO,HOSPITAL READMISSION PREVENTION,HOSPITAL READMISSION PREVENTION ODDS RATIO (OUTCOMES),Hospital Readmission Prevention Odds Ratio (Outcomes),Risk-adjusted odds ratio for avoiding unplanned readmission within 30 days of discharge.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_HOSPITAL_READMISSION_PREVENTION_PREDICTED_VALUE,HOSPITAL READMISSION PREVENTION,HOSPITAL READMISSION PREVENTION PREDICTED VALUE (OUTCOMES),Hospital Readmission Prevention Predicted Value (Outcomes),Model-predicted (expected) value for avoiding unplanned readmission within 30 days of discharge.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_HOSPITAL_READMISSION_PREVENTION_RANDOM_EFFECTS,HOSPITAL READMISSION PREVENTION,HOSPITAL READMISSION PREVENTION RANDOM EFFECTS (OUTCOMES),Hospital Readmission Prevention Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for avoiding unplanned readmission within 30 days of discharge.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,ABDOMINAL AORTIC ANEURYSM REPAIR,ABDOMINAL_AORTIC_ANEURYSM_REPAIR_HOSPITAL_READMISSION_PREVENTION_RANDOM_EFFECTS_STANDARD_ERROR,HOSPITAL READMISSION PREVENTION,HOSPITAL READMISSION PREVENTION RANDOM EFFECTS STANDARD ERROR (OUTCOMES),Hospital Readmission Prevention Random Effects Standard Error (Outcomes),Standard error of the hospital random-effects estimate for avoiding unplanned readmission within 30 days of discharge.,,DECIMAL_2,LOWER,,,,
