REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,MEASURE_GROUP_CLEAN,MEASURE_NAME_CLEAN,SUBMEASURE_NAME_CLEAN,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_TYPE,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,PULMONOLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_RANDOM_EFFECT_STANDARD_ERROR_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,MORTALITY - RANDOM EFFECTS,MORTALITY RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE AND MEDICARE ADVANTAGE DATA),PULMONOLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_RANDOM_EFFECT_STANDARD_ERROR_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,Mortality Random Effect Standard Error (Fee-for-Service and Medicare Advantage Data) (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,UROLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_RANDOM_EFFECT_STANDARD_ERROR_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,MORTALITY - RANDOM EFFECTS,MORTALITY RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE AND MEDICARE ADVANTAGE DATA),UROLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_RANDOM_EFFECT_STANDARD_ERROR_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,Mortality Random Effect Standard Error (Fee-for-Service and Medicare Advantage Data) (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF AT-RISK OUTPATIENT PROCEDURES,EAR_NOSE_AND_THROAT,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,Number of at-risk outpatient procedures (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF AT-RISK OUTPATIENT PROCEDURES,EAR_NOSE_AND_THROAT,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,Number of at-risk outpatient procedures (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF AT-RISK OUTPATIENT PROCEDURES,ORTHOPEDICS,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,Number of at-risk outpatient procedures (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF AT-RISK OUTPATIENT PROCEDURES,ORTHOPEDICS,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,Number of at-risk outpatient procedures (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,UROLOGY_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF AT-RISK OUTPATIENT PROCEDURES,UROLOGY,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,Number of at-risk outpatient procedures (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,UROLOGY_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF AT-RISK OUTPATIENT PROCEDURES,UROLOGY,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_AT_RISK_OUTPATIENT_PROCEDURES,Number of at-risk outpatient procedures (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF EXPECTED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,EAR_NOSE_AND_THROAT,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Expected Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF EXPECTED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,EAR_NOSE_AND_THROAT,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Expected Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF EXPECTED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,ORTHOPEDICS,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Expected Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF EXPECTED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,ORTHOPEDICS,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Expected Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,UROLOGY_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF EXPECTED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,UROLOGY,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Expected Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,UROLOGY_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF EXPECTED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,UROLOGY,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_EXPECTED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Expected Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF OBSERVED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,EAR_NOSE_AND_THROAT,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Observed Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF OBSERVED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,EAR_NOSE_AND_THROAT,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Observed Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF OBSERVED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,ORTHOPEDICS,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Observed Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF OBSERVED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,ORTHOPEDICS,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Observed Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,UROLOGY_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF OBSERVED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,UROLOGY,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Observed Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,UROLOGY_PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS_NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,NUMBER OF OBSERVED POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS,UROLOGY,PREVENTION_OF_OUTPATIENT_PROCEDURAL_COMPLICATIONS,NUMBER_OF_OBSERVED_POTENTIALLY_PREVENTABLE_OUTPATIENT_PROCEDURAL_COMPLICATIONS,Number Of Observed Potentially Preventable Outpatient Procedural Complications (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,CANCER_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,CANCER,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,CANCER_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,CANCER,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,CARDIOLOGY_AND_HEART_SURGERY_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,CARDIOLOGY_AND_HEART_SURGERY,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,CARDIOLOGY_AND_HEART_SURGERY_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,CARDIOLOGY_AND_HEART_SURGERY,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,DIABETES_AND_ENDOCRINE_DISORDERS_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,DIABETES_AND_ENDOCRINE_DISORDERS,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,DIABETES_AND_ENDOCRINE_DISORDERS_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,DIABETES_AND_ENDOCRINE_DISORDERS,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,EAR_NOSE_AND_THROAT,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,EAR_NOSE_AND_THROAT,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,GASTROENTEROLOGY_AND_GI_SURGERY_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,GASTROENTEROLOGY_AND_GI_SURGERY,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,GASTROENTEROLOGY_AND_GI_SURGERY_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,GASTROENTEROLOGY_AND_GI_SURGERY,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,GERIATRIC_CARE_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,GERIATRIC_CARE,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,GERIATRIC_CARE_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,GERIATRIC_CARE,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,NEUROLOGY_AND_NEUROSURGERY_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,NEUROLOGY_AND_NEUROSURGERY,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,NEUROLOGY_AND_NEUROSURGERY_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,NEUROLOGY_AND_NEUROSURGERY,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_MORTALITY_RANDOM_EFFECTS_OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,ORTHOPEDICS,MORTALITY_RANDOM_EFFECTS,OBSERVED_DEATHS_30_DAYS_AFTER_ADMISSION_EXCLUDING_TRANSFERS_MEDICARE_ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
